l2_regularization,query_type,quantity,metric,N300_seed_mean,N600_seed_mean,N1200_seed_mean,N2400_seed_mean,percent_change_N300_to_N600,percent_change_N600_to_N1200,percent_change_N1200_to_N2400,Nmax_better_than_Nmin,monotone_decrease,refinement_verdict,criterion
1e-06,on_support,density,relative_l1,0.0010037125122987108,0.005229252502265529,0.006792705550307396,0.0064924900952517866,420.99106449210757,29.898212935109065,-4.419674205398512,False,False,NO_MONOTONE_DECREASE_OBSERVED,"descriptive independent-cloud enlargement check: all four seed-mean errors decrease strictly with N; clouds are nonnested, so this is not a deterministic support-convergence test and no absolute accuracy threshold was declared"
1e-06,on_support,density,relative_l2,0.0012793641869992749,0.00619305647305553,0.007636271888169632,0.006838453601671128,384.07299000460773,23.303766426047908,-10.44774594438564,False,False,NO_MONOTONE_DECREASE_OBSERVED,"descriptive independent-cloud enlargement check: all four seed-mean errors decrease strictly with N; clouds are nonnested, so this is not a deterministic support-convergence test and no absolute accuracy threshold was declared"
1e-06,on_support,density,relative_linf,0.0020904778339437277,0.007477373433047625,0.009097093442057672,0.008761182036930331,257.6872862096516,21.66161719102321,-3.692513518376712,False,False,NO_MONOTONE_DECREASE_OBSERVED,"descriptive independent-cloud enlargement check: all four seed-mean errors decrease strictly with N; clouds are nonnested, so this is not a deterministic support-convergence test and no absolute accuracy threshold was declared"
1e-06,on_support,gradient,relative_l1,0.006055643873754477,0.01044791959492016,0.011061024080608786,0.01176002340822776,72.53193570715194,5.868196822520736,6.319481112462255,False,False,NO_MONOTONE_DECREASE_OBSERVED,"descriptive independent-cloud enlargement check: all four seed-mean errors decrease strictly with N; clouds are nonnested, so this is not a deterministic support-convergence test and no absolute accuracy threshold was declared"
1e-06,on_support,gradient,relative_l2,0.007919541189414596,0.011658685553544554,0.010175428431333945,0.010543827734029112,47.214153884669074,-12.722335767599974,3.62047952261871,False,False,NO_MONOTONE_DECREASE_OBSERVED,"descriptive independent-cloud enlargement check: all four seed-mean errors decrease strictly with N; clouds are nonnested, so this is not a deterministic support-convergence test and no absolute accuracy threshold was declared"
1e-06,on_support,gradient,relative_linf,0.013155426693140302,0.019862516106356462,0.01229294465863088,0.01358739727371719,50.98344257213239,-38.10983164063059,10.530045087101845,False,False,NO_MONOTONE_DECREASE_OBSERVED,"descriptive independent-cloud enlargement check: all four seed-mean errors decrease strictly with N; clouds are nonnested, so this is not a deterministic support-convergence test and no absolute accuracy threshold was declared"
1e-06,on_support,Q,relative_l1,0.017024072087431587,0.026876506776784288,0.02250899520504819,0.02413242222388831,57.87354892973278,-16.25029475745977,7.212347792743888,False,False,NO_MONOTONE_DECREASE_OBSERVED,"descriptive independent-cloud enlargement check: all four seed-mean errors decrease strictly with N; clouds are nonnested, so this is not a deterministic support-convergence test and no absolute accuracy threshold was declared"
1e-06,on_support,Q,relative_l2,0.018851536132842663,0.030561968076271432,0.021764201444644724,0.02199263387687794,62.11924514218847,-28.78664950395445,1.0495787443164977,False,False,NO_MONOTONE_DECREASE_OBSERVED,"descriptive independent-cloud enlargement check: all four seed-mean errors decrease strictly with N; clouds are nonnested, so this is not a deterministic support-convergence test and no absolute accuracy threshold was declared"
1e-06,on_support,Q,relative_linf,0.03040039515353615,0.04555332327852251,0.02814694408969683,0.025547619867288113,49.844510403424096,-38.21099743349009,-9.234836343602208,True,False,NO_MONOTONE_DECREASE_OBSERVED,"descriptive independent-cloud enlargement check: all four seed-mean errors decrease strictly with N; clouds are nonnested, so this is not a deterministic support-convergence test and no absolute accuracy threshold was declared"
1e-06,off_support,density,relative_l1,0.004509036869217487,0.007496240628094455,0.007661222180664541,0.007469206029473377,66.24926443316878,2.200857213037786,-2.50633837086433,False,False,NO_MONOTONE_DECREASE_OBSERVED,"descriptive independent-cloud enlargement check: all four seed-mean errors decrease strictly with N; clouds are nonnested, so this is not a deterministic support-convergence test and no absolute accuracy threshold was declared"
1e-06,off_support,density,relative_l2,0.006985731763614419,0.0094639871915364,0.008386584757580444,0.008295525075938566,35.47596031141812,-11.38423385567842,-1.0857778735208132,False,False,NO_MONOTONE_DECREASE_OBSERVED,"descriptive independent-cloud enlargement check: all four seed-mean errors decrease strictly with N; clouds are nonnested, so this is not a deterministic support-convergence test and no absolute accuracy threshold was declared"
1e-06,off_support,density,relative_linf,0.015241457223671014,0.015367981004340411,0.012248829747478582,0.015846202433380148,0.8301291589946997,-20.29642837260718,29.369113295432037,False,False,NO_MONOTONE_DECREASE_OBSERVED,"descriptive independent-cloud enlargement check: all four seed-mean errors decrease strictly with N; clouds are nonnested, so this is not a deterministic support-convergence test and no absolute accuracy threshold was declared"
1e-06,off_support,gradient,relative_l1,0.007525191325655303,0.011482770496795289,0.01188798915364665,0.012619613164174768,52.59107708859954,3.52892759604012,6.154312567686777,False,False,NO_MONOTONE_DECREASE_OBSERVED,"descriptive independent-cloud enlargement check: all four seed-mean errors decrease strictly with N; clouds are nonnested, so this is not a deterministic support-convergence test and no absolute accuracy threshold was declared"
